1634,1194,,
1655,920,,
1715,1429,,
1551,1422,,
1409,1403,,
1528,1509,,
1898,1185,,
2153,920,,
2004,1180,,
2021,1320,,
1893,1284,,
2477,768,,
2615,952,,
2126,598,-9310495.04317,4896392.15554
1832,588,,
608,451,,
771,582,,
1112,514,,
1320,605,,
875,929,,
591,959,,
588,1086,-9349363.69054,4885318.48111
1338,1206,,
1489,701,,
