st_x|st_y|count
-9315794.40753071|5068711.003835496|4
-9315794.630169693|5068840.820386299|3
-9315672.512688292|5068887.703135672|3
-9315188.272903342|5069101.942395889|2
-9315440.74550846|5069393.932649197|3
-9315449.873706706|5069488.297242509|3
-9315081.183553198|5069571.534701844|2
-9314959.733988743|5069570.347709857|3
-9314812.458302423|5069827.631638692|2
-9315067.26861685|5070088.9287417885|2
-9314957.396279436|5070088.186831987|2
-9314542.063259289|5069879.26730237|2
-9314412.376052514|5069811.755211452|4
-9314542.50853725|5069834.75378277|3
-9314543.176454196|5069749.436777646|4
-9314426.290988863|5069618.124252825|3
-9314427.515503261|5069477.614412029|3
-9314659.171363601|5069480.433491145|3
-9314813.460177843|5069482.065589957|2
-9315081.40619218|5069094.078959438|2
-9314399.46299158|5069171.229933729|2
-9314142.648926321|5069147.936209167|2
-9313888.172570368|5068993.931980323|3
-9313658.075182898|5068986.513726924|3
-9313634.69808983|5069468.266945064|2
-9313537.627493858|5069465.299497127|2
-9313801.566006532|5069472.71811868|2
-9314115.041692603|5069830.302442107|3
-9314270.777660225|5069810.864945277|3
-9314253.968417116|5070088.186831987|2
-9313785.758638836|5069603.435166286|2
-9313797.22454639|5069598.835557929|2
-9313635.699965248|5069594.681074846|2
-9313635.254687283|5069685.338237146|2
-9313158.6959472|5069583.107881402|3
-9313246.749664417|5070085.515957174|2
-9312727.778198337|5069445.417619496|2
-9312891.640488785|5069447.791572879|3
-9313092.015572213|5069533.69940403|3
-9313062.181948682|5069449.5720382985|3
-9313172.610883547|5069452.6878535785|3
-9313323.448793573|5069457.435764507|2
-9313295.841559857|5069456.693903271|2
-9312656.199765759|5068523.477639234|2
-9312678.797622388|5068408.055890606|3
-9312689.484293506|5068404.346988419|4
-9312757.945780342|5068432.386324312|2
-9314202.093534404|5068748.835907101|2
-9314008.063661952|5068652.401507635|2
-9314258.643835727|5068574.512888626|2
-9314292.596280418|5068404.050276305|3
-9314129.735865388|5068402.715071909|4
-9314007.284425516|5068400.341375656|2
-9313490.761988238|5068386.099210417|2
-9314142.760245811|5068203.178269537|3
-9314281.353011848|5068206.293682323|3
-9313394.4706287|5067838.385222036|2
-9313016.429637967|5067827.110829456|4
-9313087.785431566|5067954.541902069|2
-9313394.804587172|5067957.508885392|2
-9313397.698893933|5067957.805583774|3
-9313392.132919392|5068104.820754426|3
-9313345.60137224|5068103.782294304|3
-9313262.223073637|5068269.788981166|2
-9313092.572169667|5068373.785688667|3
-9312844.107066218|5068365.92284565|2
-9312665.773241965|5068360.58205027|2
-9312653.639417471|5068360.136984121|5
-9312931.270227509|5067831.8579405155|3
-9312843.1051908|5067828.742648618|2
-9312783.326624244|5067826.517440735|2
-9312554.1197927|5067818.506696613|5
-9312397.047991192|5067813.3145511905|2
-9312250.885499781|5068006.6125918515|3
-9312250.328902325|5068069.958225781|2
-9311921.491126522|5067959.43742504|4
-9311921.491126522|5067989.107314359|4
-9311735.476257406|5067957.657234581|2
-9311921.268487541|5068072.035138854|4
-9312102.830577025|5067991.332559736|3
-9312102.830577025|5068003.348893639|3
-9312102.607938044|5068076.040615327|3
-9311921.045848558|5068103.485591433|4
-9311734.919659952|5068102.595482876|3
-9311736.03285486|5068173.507721967|2
-9311921.936404485|5068277.355037626|3
-9311922.38168245|5068316.965665344|4
-9312103.275854988|5068280.76718268|2
-9312250.99681927|5068347.230074762|2
-9312250.551541306|5068285.811225397|2
-9312552.783958811|5068226.024653341|2
-9312462.169893306|5068352.719218012|4
-9312553.785834229|5068356.873166333|4
-9312462.726490758|5068421.853019263|3
-9312251.776055707|5068617.388641104|2
-9312463.171768723|5068537.571649151|3
-9312463.951005159|5068712.48744335|3
-9312466.400033956|5068960.549884956|2
-9311923.606196849|5068700.915308117|3
-9311924.942030737|5068964.555730303|3
-9311924.942030737|5068946.751985945|3
-9311924.274113793|5068831.028448416|3
-9311852.027764266|5068699.431702041|2
-9311856.59186339|5068618.130437805|2
-9311923.494877355|5068532.230758758|4
-9311923.494877355|5068528.670166808|4
-9311987.614904054|5068529.857030643|2
-9311987.726223545|5068408.946027342|2
-9311923.272238374|5068408.352602844|4
-9311857.371099826|5068531.340610648|2
-9310873.418120703|5068295.75096436|3
-9311087.262862518|5068173.656074478|2
-9311640.075453797|5067957.063837837|3
-9311123.775655499|5067955.4319969695|2
-9310120.675723959|5068284.9211000195|2
-9310261.606199304|5067942.822326867|2
-9309937.666481096|5067953.65180725|2
-9309592.687379127|5067991.184210029|2
-9309591.240225747|5067935.553230415|2
-9309600.479743484|5068276.168204847|4
-9309609.83058071|5068562.050767932|4
-9310135.703855217|5068688.156303312|2
-9310708.553954838|5068943.933062768|2
-9310714.453887852|5069079.242304341|3
-9310704.212494697|5069368.116081641|3
-9310726.031114893|5069368.412823402|3
-9309635.21142461|5069351.0534456|4
-9311346.525956577|5069985.952207076|3
-9311595.77029646|5070075.42599234|2
-9311598.55328373|5069990.106858667|2
-9311613.024817536|5069925.2648217445|3
-9311616.58704124|5069925.2648217445|3
-9311618.03419462|5069868.138903214|2
-9311351.201375188|5069922.000474431|3
-9311478.550872656|5069704.330352893|3
-9311110.973914057|5069376.721596483|3
-9311188.897557613|5069085.325330172|2
-9312071.661119603|5069429.541821254|2
-9311927.168420551|5069389.333140725|4
-9311927.057101062|5069385.327118999|4
-9311736.478132823|5069383.9917787975|2
-9311925.3873087|5069098.67832715|4
-9311925.27598921|5069085.028597114|4
-9311925.609947681|5069223.752296122|3
-9312255.004320938|5069229.983781818|2
-9312466.84531192|5069099.271794109|3
-9312257.119391264|5069525.983988959|2
-9311932.6230756|5069830.005686136|4
-9311933.847590001|5069929.864585744|4
-9312465.286839047|5069959.095395327|2
-9311944.534261117|5071040.549227944|4
-9311941.639954356|5070713.340263343|4
-9311306.784898363|5070381.987576022|3
-9311498.143103035|5070384.65853292|3
-9311591.428836321|5070385.548852052|2
-9311592.096753266|5070327.975050745|2
-9311500.03553438|5070327.233122558|2
-9311500.703451324|5070241.614993091|2
-9311501.37136827|5070156.739538554|2
-9311320.365876239|5070238.350538721|3
-9311331.83178379|5070154.662176653|3
-9310713.00673447|5071502.518923588|3
-9309625.526628911|5071483.37486357|3
-9311949.20967973|5071540.510349018|11
-9312474.303717801|5071596.458931594|3
-9313518.03526348|5072324.265291563|2
-9313520.92957024|5071621.836247131|2
-9313173.724078458|5071614.267567092|2
-9313208.789718056|5070737.231335907|2
-9313420.742028527|5070287.169085226|2
-9313207.008606205|5070624.899292312|2
-9313527.94269816|5070615.253933443|2
-9313526.940822743|5070746.134856341|2
-9313524.269154964|5071051.678979767|2
-9314451.115235308|5070457.219811658|2
-9314678.763593983|5070219.654139533|2
-9315058.251738094|5070356.613522358|2
-9314952.609541332|5070452.026245963|2
-9315614.51523359|5070507.226572992|3
-9315371.95006315|5070504.852358876|3
-9315200.62936682|5070372.639232699|3
-9315293.358502652|5070195.615965247|3
-9315582.121261768|5070229.15071872|3
-9315615.071831044|5070376.348891662|2
-9314577.462857358|5072721.13880148|2
-9313515.363595702|5074559.377844833|2
-9313404.823341344|5074559.971647917|4
-9313176.507065725|5074543.938977483|3
-9313115.503984772|5074542.899823837|2
-9313040.474647976|5074540.821516882|2
-9313518.03526348|5073533.340745443|2
-9313519.48241686|5073131.09036937|2
-9313520.261653297|5072941.697109769|2
-9311964.905727932|5072767.743568742|3
-9311952.883222926|5072768.930954288|3
-9311967.24343724|5073136.730664551|3
-9310107.540024046|5074723.4173373645|3
-9311974.25656516|5074753.108041568|2
-9311979.599900717|5075897.4574628435|2
-9311976.705593955|5075360.1545362715|3
-9311964.905727932|5075360.006073174|3
-9310091.06473941|5075848.016622169|3
-9310443.39092777|5075859.003453739|2
-9309537.584231185|5076909.936936346|3
-9311980.601776132|5076004.654390797|3
-9313382.00284573|5075923.736931832|3
-9313038.025619179|5075020.476952264|3
-9313115.726623753|5075024.336857575|2
-9313193.87290629|5075028.345222422|2
-9313037.135063253|5074821.84237268|3
-9313192.42575291|5074818.131003192|2
-9313371.538813597|5074871.72331724|3
-9313371.538813597|5075077.633400481|2
-9313256.211821133|5075332.837364909|2
-9313252.87223641|5075210.653355696|3
-9313373.097286467|5075210.801816493|2
-9313370.53693818|5075289.189436553|3
-9313514.027761811|5074853.314843364|4
-9314561.544170177|5075827.527699451|3
-9315050.682012722|5075838.514507667|2
-9315051.461249158|5075692.420676353|3
-9314823.590251504|5075686.77888581|3
-9314563.325282028|5075611.0604375275|2
-9316265.956893712|5077061.3948368495|2
-9318411.083481299|5076009.108582578|3
-9316297.348990114|5073812.550965188|3
-9316216.197081326|5073666.487832156|2
-9316227.329030406|5072741.32427812|3
-9317289.873570027|5072767.743568742|3
-9318408.189174537|5072788.077566435|2
-9321640.016631247|5073113.13050407|3
-9322729.16652917|5072787.335448973|2
-9322179.248244649|5073100.662518076|3
-9322182.365190392|5074036.251536647|3
-9322180.138800576|5073726.308136379|2
-9321934.234045414|5073869.551812463|4
-9321636.009129578|5074034.470224271|4
-9321807.552464891|5074035.21243772|3
-9321933.67744796|5074035.806208521|2
-9322063.364654735|5074203.547924234|2
-9321934.901962359|5074465.705866261|3
-9321935.458559813|5074377.527371003|2
-9321810.892049614|5074376.636683242|2
-9321632.00162791|5074204.587041303|3
-9321627.994126244|5074374.855307975|4
-9321626.658292351|5074545.7203839915|3
-9321935.458559813|5074548.689395571|2
-9322025.516027866|5074715.400862904|2
-9321935.347240321|5074716.885394707|2
-9322062.585418299|5074714.807050245|2
-9322182.476509884|5074714.658597089|3
-9322183.25574632|5074546.4626368|3
-9322182.2538709|5074377.972714911|3
-9322182.699148865|5074202.211916738|3
-9322182.587829376|5074886.123518889|4
-9322207.746034293|5075483.231230363|3
-9321633.337461801|5075089.807025439|3
-9321935.347240321|5074886.717342096|5
-9322027.297139717|5074886.865797905|3
-9321804.880797112|5074884.045137939|2
-9321613.299953457|5074771.961686211|3
-9321616.750857672|5074886.271974687|3
-9321674.970951358|5074883.599770655|2
-9320025.995334238|5076019.3532314785|2
-9321660.722056536|5076428.257239172|2
-9321654.710804032|5076026.4799501775|3
-9321654.48816505|5076022.916590169|2
-9322258.95300006|5076023.807430048|3
-9321677.308660664|5078166.070083881|3
-9320049.372427303|5078180.772221459|2
-9317127.458432961|5078497.393395182|3
-9318414.868343985|5079249.484644594|2
-9318409.970286392|5080067.435669142|3
-9318410.415564353|5080327.376539376|3
-9316240.687369302|5080301.827754461|3
-9317557.262986913|5081093.128839871|2
-9318107.737868886|5081516.064110434|4
-9318426.111612555|5081518.738154366|2
-9318422.215430377|5081243.0184217375|4
-9318030.148183802|5081237.521934031|4
-9318038.051867649|5081266.34139096|4
-9317807.84316069|5081323.089233462|3
-9317802.61114462|5081096.248420878|4
-9317992.188237444|5081097.733936001|4
-9318034.378324453|5081098.922348264|3
-9318158.944834651|5081101.150621649|4
-9318155.82788891|5080945.024180258|4
-9317929.070086164|5080864.956511187|2
-9317799.828157352|5080872.9781029485|2
-9318156.718444835|5080795.436329043|3
-9318415.758899912|5080792.762485905|4
-9318417.651331255|5080945.61837695|5
-9318419.209804125|5081106.3499282235|5
-9320065.62507296|5080344.458613598|2
-9320606.971756686|5080344.75569342|2
-9322754.324734088|5080185.522223632|2
-9322755.771887468|5080341.190736189|2
-9322564.079724323|5080967.009482291|3
-9321898.50048887|5082516.208327739|2
-9321684.321788583|5082513.682580218|2
-9320606.860437196|5083711.258356354|2
-9319225.830834415|5084474.159095915|3
-9318731.794934273|5085154.639100667|2
-9318681.923802398|5085168.014380726|3
-9318672.906923644|5085249.30676033|7
-9318368.448116325|5082495.705219935|2
-9318433.124740476|5082494.516635313|3
-9318429.33987779|5081881.226536121|4
-9318313.34496838|5082294.24222142|4
-9318012.559704257|5082292.013671993|3
-9318202.24811657|5081882.563608683|6
-9317977.382745167|5081869.935708543|3
-9311346.303317593|5084182.454616681|4
-9311364.671033572|5084182.306017568|5
-9309416.023347238|5085283.78563687|3
-9309232.680145903|5085283.191172438|3
-9309255.166683042|5083093.730462082|3
-9309519.99575164|5083082.88395932|3
-9311527.086170644|5083085.7070205035|5
-9311637.626425|5082357.38466943|5
-9311619.37002851|5082356.641814694|4
-9310442.389052352|5080166.509447911|2
-9311606.79092605|5080186.859060838|2
-9313035.799229365|5080248.056695951|2
-9314587.481611531|5078116.469098361|3
-9311976.1489965|5078064.492291676|3
-9311992.51296165|5078082.31287953|3
-9311996.297824336|5079038.435736217|3
-9308466.022812808|5077962.618563826|2
-9302261.964951918|5080784.146774169|2
-9302701.231662588|5081648.281616065|2
-9307325.888588104|5080100.113564519|2
-9307090.447865076|5080096.103089577|2
-9307931.021340055|5080114.373044518|2
-9307686.786377257|5080025.400175813|2
-9307687.23165522|5080108.431591955|3
-9307388.672780912|5080250.433310986|2
-9307390.787851237|5079939.250267937|2
-9307687.56561369|5079789.38097092|2
-9307929.017589223|5079952.024171145|2
-9307381.43701401|5082255.019826861|3
-9306253.659252781|5083099.376591643|3
-9306070.8726489|5083096.404944097|2
-9306254.327169728|5082971.150833756|4
-9305480.100111261|5085275.314522141|2
-9305098.719535803|5086357.299677829|3
-9303840.030053403|5085261.790477229|3
-9303834.24143988|5086361.907292253|3
-9302440.41009566|5085646.415783094|2
-9302364.378883447|5085768.434981627|2
-9302489.27935212|5085769.029476031|2
-9302749.09904363|5085639.876430007|2
-9302671.954636509|5085639.876430007|3
-9302760.45363169|5083078.872242213|2
-9305244.659388233|5083089.272993715|3
-9305463.847465605|5083091.650309919|3
-9302979.641709061|5082199.603609863|3
-9299282.276141854|5083068.768665796|3
-9298727.237160757|5083065.3512820555|2
-9300565.121953757|5083080.060898958|3
-9302094.429118274|5085682.38230449|3
-9300548.869308101|5086351.503004761|3
-9300554.880560603|5085259.709856621|4
-9299834.977413643|5085317.67017033|3
-9299758.278284486|5085315.143687845|3
-9299797.128786774|5085313.80613856|3
-9299797.685384227|5085257.926467888|3
-9299630.706148038|5085256.886157945|3
-9299629.926911602|5085313.954755142|3
-9299586.400990702|5085315.738154257|2
-9299671.003803704|5085315.886770861|3
-9299754.4934218|5085624.865659034|3
-9299754.4934218|5085602.42385698|3
-9299583.729322921|5085552.635939869|3
-9299585.844393248|5085747.47907748|2
-9299672.339637594|5085752.086400011|3
-9299835.088733133|5085754.018503664|3
-9299754.60474129|5085752.235023356|3
-9299836.20192804|5085660.237612194|3
-9298394.391883288|5084330.163268825|3
-9298393.056049397|5085249.00952917|3
-9296504.854846561|5085417.243831664|3
-9296500.29074744|5084469.40378138|3
-9298401.961608661|5083243.502598616|3
-9296484.260740766|5079976.235220217|2
-9297567.399386184|5079970.4423869895|4
-9301337.011302918|5078952.888726954|2
-9300933.923426755|5077835.500670348|2
-9298775.661139255|5077797.335929158|2
-9297550.701462565|5077809.809991363|3
-9297542.79777872|5075625.907145216|3
-9297822.3210201|5075625.016342111|3
-9296460.661008717|5075626.649481202|3
-9295418.376616418|5075627.094882817|3
-9295436.187734947|5074552.4006613325|3
-9296228.11459245|5074548.392494375|2
-9296516.209434623|5074546.165735672|2
-9298420.21800515|5072687.150116436|2
-9298544.005278913|5073443.241140085|3
-9297833.230330199|5074527.60943315|3
-9299903.550219972|5073616.613122768|2
-9298823.083242333|5073983.257634191|3
-9302036.20902459|5073622.402138301|3
-9300944.944056343|5075682.770247165|3
-9300980.009695942|5075683.215651379|3
-9303100.312037082|5075729.389332943|3
-9303129.143785197|5075729.983208103|3
-9305251.56119666|5075769.921396484|3
-9305310.56052678|5075770.069865896|2
-9309015.384499874|5075976.444557333|3
-9308748.32904146|5075977.632338126|2
-9307400.027368972|5076020.986437381|2
-9307400.806605408|5075789.816317869|2
-9308506.877065929|5075811.938330911|2
-9308747.661124516|5075817.580194712|2
-9309071.378203742|5075825.746056057|2
-9308982.656569581|5075823.667472516|3
-9307468.26621683|5074680.8113365825|3
-9307454.573919462|5073621.659956626|3
-9307455.68711437|5073082.9995655175|2
-9308530.588117467|5073095.467528673|2
-9305307.44358104|5074711.98644062|3
-9303147.400181688|5071462.00479495|3
-9305292.972047238|5070414.781042492|2
-9308548.399235995|5071473.283436376|3
-9307478.730248963|5070391.187541788|3
-9307455.464475388|5069153.722543138|3
-9307455.130516915|5068773.612285362|3
-9307458.136143167|5068576.1448341925|2
-9308080.523416191|5068577.3317038715|2
-9308834.045049371|5068551.368963008|2
-9308428.842102883|5068544.099408087|4
-9308985.216917869|5067967.299936825|2
-9307085.772446463|5068829.841547529|3
-9303120.683503896|5069287.55103053|3
-9303064.133202575|5069411.143732615|3
-9302057.916325293|5069928.232411171|3
-9301978.322889376|5069995.151795144|3
-9300985.24171201|5070354.981275579|3
-9299903.43890048|5072404.1136231655|3
-9298843.120750675|5071181.230235742|2
-9299905.99924877|5070363.736057|3
-9296559.29007756|5072303.19019164|3
-9295474.59295927|5072242.339809494|3
-9296023.509368371|5071316.1256608|2
-9295320.860742485|5069181.4673209125|3
-9296869.760137383|5069144.968859755|3
-9295334.664359344|5068093.842753094|3
-9296428.712314859|5067335.797463426|3
-9295329.877621239|5065951.442979768|3
-9295262.974607272|5065753.736637888|2
-9296013.60193369|5065976.508814251|3
-9296677.2887378|5065541.20312911|3
-9296655.470117606|5065908.282435063|5
-9296652.687130334|5065985.407942745|3
-9302104.670511428|5065904.871128759|2
-9301038.897706572|5065882.030239382|3
-9300004.40567863|5063894.190007002|4
-9300010.862209097|5063894.041720254|4
-9298937.074400904|5063946.238796171|2
-9295342.902001662|5064921.278663644|5
-9295340.675611844|5064875.601593631|4
-9295525.13200809|5064848.907302132|2
-9297721.688200425|5062746.963591235|2
-9295294.58934266|5059491.225798601|2
-9297784.138434758|5060536.375617882|2
-9301080.197237657|5062824.360387633|2
-9301124.725033974|5062824.656928274|3
-9303221.984240519|5062844.228630837|2
-9303264.063008038|5062844.228630837|2
-9302218.66167|5060544.5285570845|2
-9305426.66675568|5058857.461469644|2
-9307009.295956286|5062854.0144969905|2
-9307575.800844936|5062857.721267069|2
-9307518.137348704|5062856.979912937|2
-9309057.240628412|5062586.83425784|2
-9309057.574586883|5062621.6769886045|2
-9309023.065544738|5062627.607678703|2
-9309016.831653254|5062835.3323974805|3
-9308878.350206707|5062871.510464232|3
-9308296.594547821|5062864.986540539|2
-9308323.533864593|5064209.156199402|3
-9308527.471171726|5064202.631371786|2
-9309087.296890926|5064041.736449623|2
-9308550.069028357|5064499.218900673|2
-9309087.964807872|5065043.629023158|2
-9308198.744715413|5065042.442587984|2
-9307535.169230796|5065383.252087271|2
-9307542.071039226|5065040.959544222|5
-9307545.076665476|5064857.805391098|3
-9307545.633262929|5064829.924739754|2
-9308199.85791032|5064799.22645615|2
-9307614.985305695|5064430.261487228|2
-9307553.536946775|5064429.371717374|3
-9306848.439292092|5065030.5782442605|3
-9306625.911629995|5065026.574031543|2
-9306980.241569191|5063953.653176436|3
-9306833.188521853|5063950.835711263|2
-9304287.757045373|5063909.315267239|3
-9303182.688460268|5065006.256385208|3
-9304254.138559153|5065011.743628541|6
-9304262.710159944|5064722.110425569|3
-9305327.147130912|5065755.961367895|4
-9305114.192945024|5065770.34796764|3
-9304791.14378274|5065830.415961156|3
-9303161.092479056|5066028.865471425|6
-9303092.519672725|5066025.750761494|2
-9302539.707081448|5065827.004682378|3
-9303159.645325674|5066109.551640839|2
-9303142.502124093|5067670.754164143|3
-9303144.394555436|5067569.435211032|2
-9303217.86541936|5067660.221690482|2
-9304030.720341133|5067688.407209159|3
-9304223.970977148|5067690.780730281|2
-9304370.578746524|5067202.589393915|2
-9305303.102120899|5067709.027193393|2
-9307272.232593542|5067726.531962783|3
-9306998.720604662|5066106.881867092|3
-9309050.672778454|5066604.510789567|2
-9309026.29380997|5066794.96632289|5
-9308911.412095472|5067021.025899502|2
-9307454.35128048|5067727.125345352|2
-9307859.108949006|5067728.460456268|3
-9307848.310958397|5067728.312110607|3
-9307860.22214391|5067627.882617839|2
-9308085.421473788|5067731.2790243635|5
-9308073.06501031|5067728.015419278|3
-9308271.10238443|5067806.935633503|2
-9308401.68014713|5067734.839322081|2
-9308480.828305084|5067738.696312757|2
-9308578.566818|5067446.311121554|2
-9308814.452818992|5067448.684583126|2
-9308664.171506422|5067375.70090675|2
-9308928.110019092|5067448.8329244945|3
-9308943.694747804|5067741.959921459|4
-9308933.787313122|5067741.811575584|5
-9308922.544044552|5067741.811575584|2
-9309587.67800204|5067742.108267335|5
-9309941.451343782|5067745.075185339|2
-9309863.8616587|5067744.333455751|3
-9309579.662998704|5067421.686492174|2
-9309551.16520906|5067420.054741841|2
-9309575.878136018|5067272.456648742|2
-9309378.17472037|5067250.205875748|2
-9309372.163467864|5067267.7098128665|2
-9309262.625088926|5067400.177078163|2
-9309237.244245024|5067472.122547516|2
-9309567.974452171|5066859.342329718|2
-9309570.534800459|5066725.250855124|2
-9309778.14565079|5066995.36401446|2
-9309563.410353048|5066991.210652197|3
-9309574.542302126|5067218.461528419|2
-9310660.575254308|5066738.303925661|3
-9310658.460183982|5066857.562342192|4
-9310494.931852007|5067219.203217586|2
-9310653.450806895|5067094.303565377|3
-9310750.187444396|5067512.768266287|3
-9310034.069160122|5067745.965260918|2
-9310261.828838285|5067752.195792267|2
-9310207.393607289|5067750.11894804|3
-9310357.452280877|5067753.9759448245|2
-9310503.837411271|5067755.459405534|2
-9310659.573378889|5067757.832943145|3
-9310861.61825468|5067763.470097322|2
-9310984.514972517|5067767.623791975|3
-9311119.211556377|5067771.777488419|3
-9311248.89876315|5067776.079533047|2
-9311245.559178425|5067524.635661724|2
-9310858.83526741|5067546.4420388825|2
-9310981.286707284|5067398.2486502845|2
-9311274.390926542|5067524.932346793|2
-9311273.277731635|5067776.3762258515|2
-9311444.487108473|5067780.826619003|2
-9311589.202446504|5067787.650559155|2
-9311736.366813334|5067792.545997456|5
-9311921.268487541|5067797.589784969|4
-9312102.162660081|5067803.672002825|4
-9312249.54966589|5067809.012489963|3
-9311921.157168051|5067385.491367863|3
-9311736.700771805|5067378.222691238|3
-9311920.934529068|5067261.034578864|4
-9311919.932653653|5067093.710221716|3
-9311919.82133416|5067055.88463878|2
-9312553.563195247|5066815.139403255|2
-9311920.266612124|5066844.064114115|3
-9311920.266612124|5066933.212101664|3
-9311740.374315001|5066929.800433078|2
-9311920.711890088|5066720.949278929|3
-9311276.505996866|5067229.735209904|2
-9311280.736137517|5067079.4699848555|2
-9311006.22227322|5067219.351555426|2
-9310978.503720013|5067218.758204079|3
-9310887.667015526|5067216.236461263|2
-9311140.473579116|5066512.844279241|2
-9311026.371101055|5066271.964266185|2
-9310908.929038266|5066269.887740484|2
-9310850.931583565|5066257.725241786|2
-9310851.710819999|5066213.673393075|2
-9310909.485635722|5066214.563327422|2
-9310910.264872156|5066147.521836316|3
-9310851.265542036|5066146.4835867975|3
-9311027.818254435|5066148.856728721|3
-9311147.931985002|5066150.784906963|2
-9311400.51590961|5066155.382872014|3
-9311529.312560458|5066157.904337653|2
-9311698.406866973|5066161.464054966|2
-9311366.563464917|5066385.283917546|2
-9311348.307068426|5066620.085283188|3
-9311920.266612124|5066642.334603394|4
-9311919.71001467|5066596.649388044|3
-9311919.82133416|5066376.829395009|4
-9311919.82133416|5066474.575993705|3
-9312552.783958811|5066587.6013678005|2
-9312073.219592473|5066173.181467063|2
-9311919.82133416|5066352.504143405|3
-9311737.25736926|5066162.3539845|3
-9311920.600570597|5066167.545241745|5
-9311924.608072266|5065832.195759261|2
-9311533.097423144|5066034.353296126|2
-9310231.438617298|5065698.860126743|3
-9310780.800304364|5066145.148694726|3
-9310671.707203386|5066143.368838913|3
-9310670.59400848|5066256.835303457|2
-9310668.256299172|5066384.838942493|2
-9310668.256299172|5066387.063817972|3
-9310665.473311903|5066502.758049724|3
-9310663.246922085|5066619.788625934|3
-9310664.582755975|5066538.356553902|2
-9310521.203251835|5066387.657118189|2
-9310371.478536718|5066391.216920243|2
-9310209.619997105|5066376.236095462|2
-9310375.931316348|5066138.622558352|4
-9310206.948329326|5066135.952776559|5
-9310775.456968807|5065067.950976373|2
-9310160.416782174|5065050.006114719|3
-9309116.462597512|5064355.817692726|2
-9310185.797626073|5063890.334552301|3
-9310186.020265054|5064103.276587055|2
-9311900.229103781|5064568.028509587|2
-9311920.823209578|5064568.325103789|3
-9311632.728367403|5065085.302651183|2
-9311923.71751634|5065484.5480919415|3
-9311920.600570597|5065099.836556651|4
-9311920.489251107|5065089.7518035965|8
-9311727.46125407|5065086.78570176|2
-9312210.699163603|5065105.027242481|2
-9312677.350469008|5065114.222178512|3
-9312844.886302654|5064998.989500188|3
-9312899.766811613|5064919.350730995|2
-9312987.041292397|5064922.465083927|3
-9312986.15073647|5064986.235388682|3
-9312985.260180544|5065119.264566506|3
-9312844.107066218|5065117.484899852|3
-9313201.10867319|5065123.268817673|3
-9313334.580742652|5065126.679847754|3
-9313337.363729924|5065322.297024288|2
-9313337.029771449|5065316.661295812|3
-9314092.443835972|5065464.526103359|4
-9313792.549127774|5065135.578192769|2
-9313478.628163738|5065129.349350396|2
-9312849.89567974|5064651.81673439|2
-9312900.991326012|5064720.330832132|3
-9312983.70170767|5064718.4029396195|3
-9312985.705458507|5064828.441728637|3
-9312845.77685858|5064906.596724713|3
-9312843.21651029|5064810.793913873|3
-9312899.766811613|5064827.255319914|3
-9312658.648794556|5064903.334074649|3
-9312658.871433537|5064828.59002974|2
-9312650.299832745|5064646.774590565|3
-9312649.409276819|5064554.385186077|2
-9312849.673040759|5064559.1306877155|3
-9312900.65736754|5064592.645859484|2
-9312981.141359383|5064592.497562005|3
-9312978.803650077|5064480.681913166|4
-9312897.985699762|5064480.978504688|3
-9312897.429102307|5064464.072802594|3
-9312976.35462128|5064387.552626561|3
-9312897.540421797|5064388.590686906|3
-9312848.559845848|5064373.316381656|3
-9312648.407401403|5064460.810302093|2
-9312647.516845478|5064370.202205884|3
-9312646.514970059|5064277.81544822|3
-9312895.091393|5064066.204168131|3
-9312965.2226722|5064065.462721203|3
-9312848.003248395|5064280.484716138|3
-9314914.983553445|5065056.5315151|2
-9314913.647719556|5064963.100066634|2
-9314629.115101086|5065033.099416079|3
-9314451.671832763|5065146.701135573|3
-9314629.449059559|5065429.5248008575|2
-9315228.793197991|5066437.939443912|2
-9315373.06325806|5066317.499620636|3
-9315442.526620314|5066078.997607629|2
-9314915.985428862|5066616.970382456|2
-9314612.75113594|5066393.590122342|2
-9314612.417177469|5066592.644525578|2
-9314626.220794328|5065580.357589953|2
-9314415.492998255|5065577.687962582|2
-9313910.547788018|5065509.76102553|2
-9313380.778331332|5065696.487095458|2
-9313171.052410675|5065935.7212469755|2
-9313182.073040266|5066144.555409419|2
-9312987.041292397|5066191.276739013|2
-9313007.858037174|5066275.672348903|2
-9313007.858037174|5066408.274323303|2
-9312828.299698524|5066389.437019051|2
-9312676.459913082|5066567.428763052|2
-9312911.344038656|5066553.485957938|3
-9313909.991190564|5066571.285287172|3
-9314275.564398328|5066660.87574275|2
-9314200.312422551|5066745.868781445|3
-9313928.358906543|5067189.090683241|3
-9313055.948057197|5066938.40377357|2
-9313057.72916905|5066816.177724708|2
-9312831.416644268|5066699.738086409|2
-9312769.968285348|5066699.589756556|3
-9312711.08027472|5066697.513138846|4
-9312849.673040759|5066907.550450128|4
-9312848.003248395|5066951.902133595|4
-9312847.780609412|5067087.776787137|2
-9313112.38703903|5067482.3581321|3
-9313109.82669074|5067299.305983126|3
-9313074.983690122|5067298.564287799|2
-9312930.490991073|5067294.114117059|3
-9312783.215304753|5067289.218931612|3
-9312931.047588525|5067478.797927535|2
-9313159.920461599|5067779.491500844|3
-9313542.636870945|5067671.644232865|3
-9313556.21784882|5067668.232303203|2
-9313750.692999238|5067605.334337735|3
-9313749.245845856|5067522.262181467|2
-9313540.18784215|5067494.522174275|3
