st_x|st_y|count
-9313541.412356546|5067518.405277298|3
-9313539.408605712|5067415.604515074|3
-9313539.519925201|5067308.057992243|2
-9313744.347788263|5067312.508169418|3
-9313747.464734005|5067419.164696323|2
-9313945.502108125|5067518.701962182|2
-9313927.80230909|5067315.77163398|2
-9314248.402442575|5067427.175108942|2
-9313890.844238145|5067544.513581774|2
-9314265.656963646|5067752.195792267|4
-9314609.077592744|5067606.372744214|2
-9314609.188912235|5067758.574673773|2
-9315050.125415267|5067308.057992243|2
-9314782.068081437|5067310.579759059|3
-9314608.854953762|5067311.766473082|4
-9314437.868215906|5067314.733258772|3
-9314611.860580014|5067018.3558736015|3
-9314611.860580014|5067014.647505519|2
-9314317.97712432|5067043.127808946|2
-9314863.665268188|5066968.515525694|3
-9315614.51523359|5067221.428285428|2
-9315619.747249657|5067321.260190511|2
-9315606.945508216|5067320.9635117|2
-9316240.35341083|5067338.764256508|3
-9318394.71951615|5066415.245618451|2
-9318394.60819666|5066296.8826094335|2
-9318827.307057375|5067354.043255325|3
-9318916.25133052|5067269.044860218|2
-9319172.620117815|5067355.3783146255|4
-9320030.559433358|5067386.529750686|4
-9320564.336391712|5067395.726860562|4
-9321611.852800077|5067406.704067691|3
-9322675.065256644|5065600.824757699|2
-9322673.28414479|5065256.29988401|2
-9322821.339067547|5063555.509012941|5
-9322670.16719905|5063560.254023621|3
-9316238.127021013|5064707.428789556|3
-9316431.600296011|5064645.291607589|3
-9318414.979663476|5061824.921889598|2
-9318390.600694992|5063069.454335756|2
-9320571.460839123|5061884.520573108|3
-9322706.79131152|5058673.387105784|2
-9320536.506519014|5058648.784839761|3
-9319996.273030194|5058631.741137986|2
-9318393.272362772|5058654.120265627|2
-9316520.98984712|5060710.553543275|2
-9316261.949392043|5060783.33861113|2
-9314082.202442821|5059586.5311871|2
-9312979.137608549|5060651.851525597|3
-9311925.943906154|5061092.421842347|2
-9311454.171904173|5061073.00193325|2
-9311901.56493767|5061831.4451106675|2
-9311920.934529068|5061831.296855588|3
-9311920.934529068|5062125.439398032|2
-9310216.855764005|5062899.533732054|3
-9309320.9565021|5062881.444629235|2
-9309361.588116242|5062881.88944283|2
-9309296.68885311|5061940.116691551|2
-9309436.840092018|5061942.93357007|2
-9309316.281083487|5061820.325986494|2
-9310016.703319559|5061605.803523678|2
-9309681.854291253|5060495.462790526|3
-9310431.479742253|5060513.102720199|2
-9310769.223077321|5060643.4020221215|5
-9311653.767751165|5060646.811470002|5
-9311653.21115371|5060806.01920261|5
-9311787.128501136|5060806.315681282|5
-9311785.903986737|5060646.663233112|4
-9311925.832586663|5060646.959706893|5
-9312052.180208715|5060647.107943788|2
-9311925.164669719|5060806.908638653|5
-9312050.844374826|5060807.056878002|2
-9312184.650402758|5060807.946314144|3
-9312186.32019512|5060648.293839023|3
-9311925.609947681|5060488.792237281|3
-9311926.72314259|5060195.737144854|2
-9311468.420798993|5058390.02022204|2
-9311916.593068928|5058487.982415009|2
-9311939.747523012|5058393.725279347|2
-9311939.30224505|5058487.686007485|3
-9312037.931313891|5058489.612656581|3
-9312035.259646114|5058001.1453079395|3
-9312036.15020204|5058197.951997333|3
-9311938.968286578|5058198.989392613|3
-9311915.59119351|5058199.285791282|2
-9311938.077730652|5057806.5655266605|2
-9311936.296618799|5057392.37408978|2
-9310820.98664054|5056236.140397065|2
-9309712.578470713|5056203.987726933|2
-9310109.65509437|5056212.877855442|3
-9311904.459244432|5054966.265326783|2
-9311928.615573933|5054966.265326783|6
-9312117.079471845|5054950.41331469|3
-9312118.415305736|5054979.598815025|3
-9313679.671164112|5056198.5054851025|4
-9314059.60458619|5056174.205856025|2
-9314060.04986415|5056206.062089522|3
-9312784.439819152|5054179.473934399|2
-9312974.684828918|5054181.844138036|3
-9314578.130774304|5054205.546206397|2
-9315141.630036699|5054216.212156119|3
-9315112.13037164|5056372.1607103795|2
-9314349.480540214|5056361.047867872|2
-9314311.186635382|5056360.603354439|2
-9314169.476923602|5056358.52895868|2
-9314061.942295495|5056432.762969728|3
-9314062.053614987|5056472.176868016|2
-9314167.473172767|5056475.140325513|2
-9314203.652007274|5056476.177535852|2
-9314201.982214915|5056569.971445226|3
-9314062.053614987|5056567.304307267|3
-9313680.67303953|5056346.082593483|4
-9313878.487774668|5056352.157603066|4
-9314062.164934477|5057037.621013789|4
-9313942.496481875|5058436.704047904|2
-9314076.079870826|5058503.543823019|2
-9317308.463924991|5056410.537158111|2
-9322685.64060827|5055450.727206111|2
-9318378.021592533|5055623.183717139|2
-9320505.225742102|5051113.805711231|2
-9322667.272892289|5051290.03530738|2
-9322666.604975343|5051143.1277238475|2
-9320478.39774482|5050034.728628265|3
-9320497.767336218|5050035.0247767195|2
-9318326.703307277|5050049.832211187|2
-9318325.59011237|5049987.493065267|2
-9312956.651071409|5049874.217498269|3
-9311913.364803694|5052904.388623295|2
-9311274.502246032|5049868.886916033|2
-9310718.016111556|5049867.258127604|2
-9309738.96119003|5049865.333196174|2
-9308663.169631002|5049859.7064757375|2
-9307431.530784866|5049850.526044151|4
-9307520.809016483|5049849.933758541|2
-9307665.635674005|5049852.59904407|2
-9307430.52890945|5049989.566094538|3
-9307428.525158614|5050127.71968968|3
-9307232.046257365|5050123.721647943|3
-9307235.274522599|5049986.900771269|3
-9306911.780082352|5049876.438575066|2
-9306699.382493919|5050122.240892165|2
-9306598.081757298|5049977.720218964|5
-9306701.608883735|5049980.385539703|2
-9306528.841034025|5049840.012979975|4
-9306598.193076788|5049840.457193725|3
-9306702.722078644|5049841.493692549|4
-9306528.17311708|5049707.490122668|4
-9306529.73158995|5049581.18790489|2
-9306703.94659304|5049710.15536895|4
-9306793.33614415|5049711.191853814|3
-9306800.237952579|5049588.14706974|2
-9306891.74257401|5049587.702867577|3
-9306885.842640998|5049712.376408075|2
-9306788.438086554|5049842.382120202|3
-9306883.616251182|5049843.862833135|4
-9307061.616116961|5049845.343546299|4
-9307061.39347798|5049590.664215705|2
-9307061.838755943|5049715.041655702|4
-9305463.624826625|5049826.09429287|5
-9305527.74485332|5049826.8346480625|5
-9303388.963476708|5049798.256978743|3
-9303318.052961074|5049796.924343373|2
-9302321.520879492|5049785.078703719|2
-9302272.651623033|5049784.782562913|2
-9302312.949278701|5050919.956864466|2
-9306576.931054046|5051994.097183044|3
-9307623.000309031|5051993.208557709|3
-9307653.835807981|5054107.183002554|3
-9306553.999238944|5056223.842358532|3
-9308655.933864102|5058359.490603942|3
-9308100.560924534|5058344.966838908|2
-9307575.800844936|5058358.897796779|3
-9306502.458314706|5058359.638805739|4
-9304362.89770166|5058360.824420195|3
-9304349.762001745|5056214.063206528|3
-9305480.100111261|5055127.157312968|3
-9302306.158789761|5054076.518774669|3
-9301210.552361377|5055162.121303239|3
-9298992.066229356|5058332.369713444|2
-9298991.39831241|5058404.395852318|2
-9296791.168576883|5056765.563568601|2
-9296806.975944575|5056249.327467821|2
-9296262.067037141|5056245.623232645|3
-9296259.729327835|5056245.623232645|2
-9296880.78076697|5054103.0351786|3
-9295412.476683408|5054109.997598393|5
-9296001.245470215|5053513.765990069|3
-9296904.937096473|5053385.044041799|2
-9295618.97433883|5051955.738263704|2
-9295621.312048135|5051955.738263704|3
-9296937.998985238|5052439.0125236185|2
-9297982.398447862|5051959.58895916|4
-9299100.380093899|5051011.771723898|2
-9301240.60862389|5051078.263996945|2
-9301772.71578988|5050970.306840734|2
-9301229.25403583|5049779.303959647|3
-9301247.955710283|5049779.303959647|3
-9300643.602194766|5049780.63659259|2
-9300179.845196122|5049780.93273327|2
-9300178.732001211|5049998.450510742|2
-9299107.83849978|5050109.210251094|2
-9299405.506818162|5049785.226774127|2
-9298065.220149012|5049788.484323634|4
-9297946.330932844|5049789.816957842|3
-9295427.282175682|5051341.868152708|2
-9292673.683251422|5050618.751010325|2
-9291828.323038336|5049370.490454524|2
-9291668.91352752|5049439.636617132|2
-9291663.124914|5049641.45147718|2
-9291659.562690293|5049810.842988506|2
-9290554.939383153|5049840.753336231|2
-9290683.84735349|5049838.976481307|2
-9288377.641462727|5050939.356383102|3
-9290520.652979989|5050914.181442769|2
-9292597.65203921|5053345.494604401|5
-9291757.746481175|5051978.694355451|2
-9294242.286196189|5051964.476382527|4
-9294993.581439551|5051960.033270274|2
-9292316.681644445|5054151.772222447|2
-9291994.745677073|5054155.327517939|2
-9292552.901603911|5055229.975509651|3
-9294539.509236608|5055215.45644726|2
-9294664.187066296|5056246.956757146|2
-9293697.043330282|5056281.183948938|3
-9292475.311918827|5058434.481003466|3
-9292207.58854347|5058438.778889847|4
-9291780.010379333|5057211.439502668|3
-9291758.080439646|5057110.674780403|3
-9291858.824578812|5056976.274058307|2
-9291884.316742204|5056942.34076471|2
-9291938.08405626|5056827.05736474|2
-9291970.811986553|5056827.05736474|3
-9292242.54286358|5056957.603323067|3
-9292245.214531358|5056825.57558192|4
-9292513.717143152|5056823.649264593|3
-9292234.416540751|5057208.475819367|3
-9292233.192026353|5057373.109803877|2
-9292613.125448428|5057328.505720064|4
-9292618.246145006|5057205.808505176|3
-9292623.255522091|5057082.668301554|2
-9292627.26302376|5056957.899683664|2
-9292611.67829505|5056781.122202935|2
-9292632.71767881|5056771.638841883|3
-9292520.952910053|5056288.592447971|3
-9292516.27749144|5056556.487588641|3
-9292515.720893985|5056693.549644548|3
-9292242.431544088|5056693.9941732995|4
-9292245.54848983|5056693.9941732995|4
-9292245.325850848|5056539.299403129|2
-9291470.430875437|5056695.772288501|2
-9290388.405424926|5056234.214197225|2
-9290387.069591036|5056288.147937868|3
-9290376.494239412|5056831.502714569|3
-9290365.696248803|5057299.016754456|2
-9290847.375685465|5056830.020931064|2
-9291335.400333105|5056826.6128298715|2
-9291467.870527148|5056827.650077933|3
-9291683.162422342|5056828.5391477905|2
-9291685.61145114|5056957.603323067|2
-9291685.388812158|5056969.902295399|2
-9291698.079234108|5057191.731025802|5
-9291410.207030917|5058449.153106232|2
-9290960.698927093|5058033.452155123|2
-9288736.869459517|5058472.124625017|3
-9289319.293035345|5056303.261292805|3
-9290413.00703239|5055230.864432546|3
-9289357.252981707|5054168.06733751|2
-9287204.445349256|5055016.7845294075|2
-9287226.597927924|5054192.51006161|3
-9286149.359215518|5054185.54758239|4
-9287178.507907903|5055991.367923441|2
-9287848.985200949|5056317.930159907|2
-9287170.492904564|5056324.153322375|3
-9288144.649768498|5058477.459953327|2
-9287408.716614863|5058483.091691955|2
-9287132.978236167|5058485.75935877|3
-9286080.78640919|5057558.344913024|2
-9286061.528137282|5058487.834211248|2
-9286090.025926925|5057093.781973921|2
-9286108.393642906|5056336.006976252|2
-9287302.851779116|5052336.816443248|4
-9287644.37997687|5052258.763062992|2
-9287519.479508203|5052326.152566664|2
-9287394.690359022|5052338.741866663|2
-9287396.137512403|5052266.612805187|2
-9287525.156802231|5052270.31551598|2
-9287398.69786069|5052024.902911836|4
-9287530.054859828|5052025.19912124|3
-9287650.057270901|5052025.19912124|5
-9287190.97569087|5052025.9396448|2
-9287252.090091316|5052026.087749515|4
-9287273.129475076|5052025.9396448|3
-9287170.715543546|5052158.642381904|2
-9286708.962295735|5052159.827235973|3
-9286864.698263355|5051873.689194168|3
-9286363.315276822|5051659.683615476|3
-9286207.134031238|5051869.690430591|4
-9286211.47549138|5051657.314030042|4
-9286201.122778738|5052164.418546865|4
-9286204.46236346|5052026.680168413|4
-9286470.515946457|5052026.532063684|2
-9286474.634767616|5052026.532063684|3
-9286195.222845724|5052307.935138032|4
-9286194.220970308|5052440.6417452395|4
-9286464.05941599|5052440.937967384|2
-9286463.391499044|5052469.819669871|3
-9286352.739925196|5052561.204907082|2
-9286455.37649571|5052556.909633476|2
-9286191.215344056|5052562.0935846185|3
-9286229.731887871|5050890.487441142|3
-9286254.444814827|5049879.548083441|8
-9285900.782792578|5067106.022110105|2
-9288061.048830912|5066043.252477951|3
-9285937.184266066|5064957.464547866|2
-9288079.639185874|5064963.989885687|3
-9286010.877768971|5060679.127166205|2
-9286037.149168797|5059588.754496658|2
-9288178.602213189|5059347.602502496|3
-9288184.39082671|5059562.371256258|3
-9288031.54916585|5059564.891000828|4
-9288179.604088606|5059819.536811792|3
-9287865.79444406|5059815.2383110905|4
-9288176.264503881|5059936.041731808|3
-9288019.081382882|5060086.936961038|4
-9288173.481516613|5060088.715700783|4
-9287858.89263563|5060087.381645942|2
-9287723.416815335|5060089.012157439|4
-9287360.960553313|5060094.793064053|6
-9287549.758409698|5060091.5320393825|2
-9287501.668389674|5060092.717866409|4
-9287728.871470382|5059820.426157009|4
-9287097.689957587|5060097.757632887|6
-9287231.829943992|5060097.164719045|6
-9287350.719160158|5060289.418938969|3
-9287086.558008507|5060644.143206341|4
-9287442.446420573|5060717.37248765|2
-9287528.607706448|5060842.041427957|2
-9287711.839588292|5060633.32192238|3
-9287622.227398204|5060634.9525260385|2
-9287490.425121104|5060637.176076922|3
-9287442.1124621|5060637.917260665|3
-9287495.991095643|5060388.88272431|3
-9287716.848965378|5060387.845093841|3
-9287717.962160286|5060377.320562524|3
-9287855.330411924|5060376.579398779|4
-9288163.685401421|5060626.354800768|7
-9288137.414001593|5061829.814304985|2
-9285977.370602243|5062431.896828703|2
-9285970.357474321|5062811.609148607|3
-9287312.425255327|5062807.902396235|2
-9286751.931619182|5062826.584442673|3
-9286751.375021728|5062809.2368269265|3
-9286689.815343319|5062809.2368269265|3
-9288115.150103437|5062817.539955362|5
-9290255.712591901|5062776.765732489|2
-9288686.553049678|5061479.790476988|2
-9288618.425521312|5060621.462994979|2
-9288393.44883042|5060619.832393597|2
-9288316.861020755|5060484.493438738|3
-9288467.587611288|5060383.694573081|3
-9288764.365373744|5060385.473367475|3
-9288894.831816953|5060617.312373827|3
-9288693.232219126|5060620.27710304|2
-9288761.359747492|5060619.38768418|2
-9288707.703752927|5060096.868262143|3
-9288740.543002713|5060096.275348358|3
-9288748.001408596|5060089.605070782|4
-9288467.92156976|5060093.903693579|3
-9288603.84266802|5060221.380963369|3
-9291362.005691404|5060050.621096181|3
-9290299.34983229|5060597.893419995|3
-9292434.568985196|5060575.806260418|3
-9292442.695308024|5060040.83807022|3
-9291929.289816486|5060045.877809628|2
-9291930.514330886|5059978.434455957|3
-9292452.491423214|5059499.081417148|2
-9294097.79349714|5063023.192932756|2
-9294097.459538667|5062723.981903327|2
-9290238.124112355|5064389.332158649|2
-9291131.908303933|5064383.54868056|3
-9291333.841860233|5064494.1768365465|2
-9290199.830207523|5067077.9866280565|2
-9290104.763362385|5067078.57997075|2
-9293093.691690184|5067722.37828582|2
-9293112.61600362|5067606.669431801|2
-9292326.032481672|5068337.438637799|3
-9292438.242528392|5068329.130759684|3
-9292313.564698704|5068700.173505052|3
-9292581.510713045|5068474.222945227|3
-9292310.11379449|5069240.221231353|3
-9294475.38920991|5069189.627564856|3
-9294434.75759577|5071340.4634301355|3
-9294411.491822192|5072098.823477639|3
-9293936.714193963|5072063.94651171|3
-9293989.92491056|5071348.180296652|3
-9292944.968850484|5071375.337779838|2
-9292269.927458314|5072184.606509192|2
-9292060.42417664|5072284.192957942|2
-9291746.280573621|5072434.242440533|2
-9292290.966842074|5071399.378894331|3
-9291206.715001747|5071415.109532547|2
-9291098.84641517|5071416.445153956|2
-9290698.541526277|5071903.365683104|5
-9290119.791493641|5071967.478965|6
-9290413.786268827|5071424.755691314|3
-9289186.934160793|5071427.426936985|4
-9289598.148359783|5071965.252802233|5
-9288487.62511963|5069279.539073275|2
-9289333.875888642|5069291.40864195|2
-9290100.978499698|5069314.109232709|2
-9290176.898392418|5069039.183449552|2
-9291212.392295778|5068620.355828255|2
-9290189.254855897|5068146.655955062|2
-9288807.112058207|5068179.73852939|2
-9288027.096386218|5068196.947446981|3
-9288015.073881213|5069010.845619392|2
-9288012.95881089|5069154.76111627|2
-9288007.39283635|5069867.693767512|4
-9288006.05700246|5069962.359755192|2
-9287736.99779321|5069951.23126018|2
-9285867.943542793|5069254.464657464|2
-9285865.828472467|5069393.784277922|2
-9285833.323181156|5071401.604926483|2
-9287999.155194031|5070515.98149259|2
-9287614.991631301|5073429.585260191|2
-9285783.563368771|5074615.640849498|4
-9285768.312598532|5075416.719142635|3
-9285763.971138392|5075682.324842976|2
-9287903.86570991|5076496.855035509|2
-9287901.639320094|5076756.1056620665|3
-9290035.745278094|5076751.799609597|2
-9291160.740052048|5075650.701198035|3
-9291165.304151172|5075257.567081303|2
-9289492.394843532|5075663.024014478|2
-9289043.888615124|5073860.496967859|2
-9289066.486471755|5073860.348527852|2
-9289595.254053025|5072497.023480625|4
-9290107.657669146|5073556.6450637765|3
-9290112.889685212|5073316.628125745|3
-9290275.0821833|5073373.922906357|2
-9290298.793234838|5073557.535675785|2
-9290367.254721675|5073557.832546475|3
-9290780.4726715|5073561.543430841|4
-9290783.478297751|5073336.963280926|3
-9290497.275886921|5073199.070988911|2
-9290664.700401075|5073245.084343989|2
-9290783.923575714|5073301.191248253|2
-9290784.81413164|5073239.147124544|3
-9290756.65030047|5073173.986381366|2
-9290786.14996553|5073153.354711638|2
-9290786.595243493|5073109.122935384|3
-9290675.943669645|5073064.74293427|2
-9290609.819892114|5073115.208503302|2
-9290581.433421962|5073135.840091405|2
-9290115.22739452|5072860.211655917|4
-9290116.89718688|5072656.426822999|4
-9290117.676423317|5072497.320318664|4
-9290532.23020703|5072886.03757222|3
-9290785.593368078|5072981.030043371|3
-9290791.604620578|5072976.428823981|2
-9291189.905758636|5072982.811161142|3
-9291192.020828962|5072851.00933464|3
-9291069.56938909|5072780.062700909|2
-9290947.451907689|5072867.039190284|2
-9290985.745812522|5072839.877506117|2
-9291180.888879884|5072701.695477907|2
-9291192.354787435|5072695.016482671|2
-9291249.795644684|5072667.855283037|2
-9291354.435966028|5072620.954156673|4
-9291188.68124424|5073114.3179321475|3
-9291188.68124424|5073108.5292216465|2
-9291186.900132386|5073243.748469293|3
-9290941.663294168|5073562.730914142|3
-9291063.224178115|5073563.3246558495|2
-9291184.228464607|5073565.402752105|7
-9291409.984391935|5073568.519897326|3
-9291182.002074791|5073861.387607934|2
-9290769.674680892|5073739.815998375|3
-9290770.342597837|5073890.185014726|2
-9290104.874681875|5073732.839407952|4
-9290361.688747136|5073893.450705466|2
-9290354.898258196|5074039.962605155|3
-9294385.999658803|5073489.997831847|3
-9292189.44346647|5075642.387017525|2
-9292241.0957102|5075642.238550085|2
-9292873.279098414|5077012.690468032|2
-9294332.009705769|5078426.850722616|2
-9294333.568178639|5079292.556418391|4
-9294332.34366424|5079023.435250858|6
-9294332.566303223|5078880.560511339|3
-9294011.632211264|5079026.554161734|4
-9294123.063021548|5079024.623407263|4
-9294125.623369837|5079295.526892651|3
-9293709.17715478|5079249.3361215675|2
-9293759.493564619|5079290.922657945|2
-9293471.287402954|5079306.220607555|3
-9293545.537503313|5079236.41462717|3
-9293624.796980757|5079161.410892755|7
-9293444.459405674|5079153.9848122|3
-9293542.643196553|5079031.752348767|3
-9293808.362821076|5079027.890838134|4
-9293763.501066286|5079028.930475461|5
-9293627.023370575|5078758.777062905|2
-9293754.818146005|5078755.8067541225|2
-9293807.694904132|5078754.767146265|2
-9293882.501601946|5078754.6186308665|4
-9294174.82658477|5078751.499808017|2
-9293881.833685001|5078431.454544445|4
-9294010.407696865|5078430.860502793|2
-9293754.15022906|5078432.939648727|2
-9293626.355453629|5078434.276242779|2
-9293496.890885837|5078435.01879511|2
-9293378.00166967|5078447.493682823|2
-9293431.546344742|5078634.618936632|5
-9293440.006626042|5078759.8166711945|2
-9293439.895306552|5078888.877485917|3
-9293254.325715398|5078962.245394097|2
-9293072.874945406|5079036.5049793655|3
-9293102.151971485|5079035.910900414|4
-9293119.963090012|5079284.38761891|2
-9293090.908702914|5079284.38761891|2
-9292781.329199018|5079037.396097869|3
-9293041.482849002|5077812.483006792|2
-9293152.913659286|5077810.403994726|2
-9289244.263698554|5077851.093312382|2
-9288876.686739953|5078937.145783694|2
-9288871.566043377|5079082.991771033|3
-9290037.526389945|5078938.036893001|4
-9290400.984527385|5078418.831167271|2
-9290636.981847867|5078379.327529087|2
-9290626.517815733|5078379.327529087|2
-9290709.339516882|5078381.109644614|2
-9290941.88593315|5079468.8556513265|2
-9290028.064233229|5079478.509872666|5
-9290038.0829874|5081116.599997972|3
-9292196.56791388|5080752.209289278|2
-9292193.56228763|5079989.1577069|2
-9292784.668783741|5079445.982611689|3
-9292898.214664351|5079445.537033532|3
-9293100.704818105|5079445.685559587|3
-9293131.874275526|5079445.537033532|3
-9293328.464496268|5079437.219578422|3
-9293335.92290215|5079987.375293914|2
-9294333.902137112|5079985.74141563|7
-9294342.02845994|5082169.889951904|3
-9292198.349025732|5083289.415356965|3
-9294375.090348704|5084338.039145904|3
-9294373.865834307|5085431.511186902|3
-9292821.070257232|5086095.709702087|3
-9292783.889547305|5086290.415200763|2
-9292780.661282074|5086085.305702317|2
-9292839.10401474|5086070.29423675|4
-9292194.341524065|5086151.44560663|2
-9292019.792562502|5085579.239003842|3
-9292194.675482538|5085493.188017914|3
-9292196.45659439|5085298.647259668|3
-9292019.013326066|5085492.742159889|2
-9291730.695844911|5085460.343198482|11
-9292200.352776568|5084376.675617341|2
-9290038.750904346|5084131.931050535|2
-9290037.303750964|5084548.9070049|5
-9290037.637709437|5084524.684457918|4
-9290068.695847366|5084542.8142112745|3
-9290035.30000013|5084816.102088383|3
-9291209.609308507|5085171.432510836|3
-9290951.90468732|5084634.206520554|2
-9290035.856597584|5085497.795218743|3
-9288424.061690388|5085483.527765271|2
-9289779.93308825|5084717.872110645|2
-9289871.882987645|5084171.309689593|2
-9289455.659411568|5084205.487506876|3
-9289175.690892223|5084065.656421619|8
-9290043.315003468|5082070.7955652885|3
-9286998.281652307|5082876.505570026|3
-9285717.43959124|5082170.781360312|6
-9285683.709785528|5085371.915395441|4
-9285723.11688527|5081073.222965795|2
-9286229.175290417|5081096.248420878|2
-9287140.770600524|5081101.447724807|2
-9287889.61681509|5079480.589244682|2
-9285737.699738564|5078920.214722479|4
-9287687.68325879|5077850.796309438|2
-9285744.15626903|5077844.559249792|2
-9286309.214004295|5045566.43628103|6
-9287889.839454072|5045550.155650274|3
-9287877.260351611|5047716.608235826|2
-9287068.635570487|5047717.052352085|2
-9286288.174620537|5047720.161166449|6
-9288406.36189135|5048628.8660126235|2
-9288412.373143854|5047714.683732283|3
-9288937.689820908|5047172.581128581|2
-9291595.108705126|5047686.2603399195|2
-9294458.246008327|5049042.089946444|3
-9294175.160543239|5048365.187732625|4
-9293544.201669423|5047781.597464806|2
-9293573.701334484|5047791.368092788|2
-9293480.860879162|5047717.644507123|2
-9293506.909640009|5047665.831078235|2
-9293566.910845546|5047665.0908884015|2
-9293693.703745559|5047660.797788495|3
-9294074.639043055|5048125.795990031|2
-9294772.278291855|5047929.934424552|2
-9293436.110443864|5047805.579932921|2
-9293337.147416549|5048111.435634735|3
-9292675.353043783|5047674.565322516|2
-9292662.885260815|5046504.838919123|3
-9294786.081908714|5046555.609984645|3
-9291013.687004713|5045065.301417698|2
-9290506.849363131|5045575.908660621|3
-9291675.036099514|5045918.104590358|2
-9288944.035031883|5044188.747797179|2
-9292657.541925255|5044426.118316646|3
-9294823.151299147|5044420.4947582185|3
-9293235.735360436|5042999.171132757|3
-9292701.290485138|5043341.423952407|3
-9292749.380505161|5041196.513768586|2
-9293275.253779666|5041196.217890459|2
-9292722.107229915|5042271.79459891|3
-9294858.996175185|5042172.221062893|3
-9294339.13415318|5041192.0755976215|2
-9294877.475210655|5041182.903384081|2
-9294360.396175921|5040111.441509122|2
-9291166.30602659|5040160.8477474|3
-9287405.043071665|5040671.492255481|3
-9287373.873614244|5040619.272737065|2
-9286949.63503483|5040617.349644029|4
-9286947.631283997|5040782.589108167|3
-9287348.938048307|5040786.583293049|3
-9287337.249501774|5040928.451891118|4
-9287322.110051025|5041091.181726447|3
-9286943.067184873|5041082.749295078|4
-9286944.180379782|5040924.309712818|4
-9286951.750105156|5040482.586152246|4
-9287299.178235922|5040485.2488595005|2
-9286954.421772934|5040348.712092296|3
-9286347.619228622|5041273.590328699|6
-9286346.839992184|5041373.598449689|5
-9286344.72492186|5041698.336082662|5
-9286938.391766261|5042343.8491929965|3
-9287125.185871812|5042342.961453457|2
-9286718.758410925|5041485.44307469|2
-9286637.82914112|5041387.357044197|2
-9286735.567654036|5041343.270434067|3
-9286960.544344928|5041278.916178928|3
-9287145.668658117|5041279.655880579|2
-9287886.83382782|5042340.594148432|2
-9286779.984130863|5044491.825399306|2
-9286319.455397451|5044494.933177775|6
-9286340.49478121|5042346.512412084|6
-9286384.02070211|5037381.17712343|6
-9286389.252718177|5036972.8868186595|3
-9287467.159347527|5037010.594908748|3
-9287515.472006535|5036968.746331435|2
-9286910.561893562|5036969.485704023|2
-9287214.68674241|5037163.9426536355|3
-9286765.512597058|5037170.892898215|2
-9286548.662228994|5037378.663150043|3
-9286914.792034212|5037508.207569143|4
-9286766.848430948|5037520.481844801|2
-9287133.534833621|5037639.971991449|2
-9287006.630614115|5037640.71141526|4
-9287055.945148539|5037518.263601063|2
-9287256.208912475|5037639.676221941|2
-9287214.018825464|5037638.788913464|2
-9287383.892368415|5037644.556419996|2
-9287463.597123824|5037365.5017706|3
-9287367.083125306|5037162.611756304|3
-9286908.8921012|5038397.615224281|3
-9286793.565108737|5038309.765207148|2
-9286653.525189321|5038404.71425035|4
-9286495.674151376|5038340.527412073|2
-9286574.599670349|5038314.793637815|2
-9286570.926127153|5038247.501620167|2
-9286648.404492745|5038247.205832108|3
-9286838.760822002|5038298.0815106835|3
-9286767.738986874|5037759.3157252055|3
-9286379.456602989|5037723.9708974315|5
-9286375.78305979|5038141.314288118|4
-9286387.916884288|5038141.462180528|2
-9286476.63851845|5038250.903183467|3
-9286375.56042081|5038253.269489078|4
-9286375.44910132|5038316.864168848|3
-9286375.115142846|5038743.402997104|2
-9286374.224586919|5039123.221755848|6
-9286372.332155576|5039283.110975634|4
-9286365.76430562|5039855.98273471|7
-9286731.003554914|5039850.213911404|4
-9286827.851511903|5039067.904545913|2
-9286828.185470376|5039121.003145088|3
-9286971.676294008|5039120.263608283|3
-9286971.231016045|5039045.422775471|2
-9287411.27696315|5039114.791037673|2
-9292252.33897877|5039058.88225019|3
-9292782.665032908|5039053.409714258|3
-9293312.879767556|5039045.274869258|2
-9293534.850832198|5038461.802440805|3
-9294916.659671415|5038539.300937166|3
-9285745.492102921|5095073.0536613045|4
-9286096.927735355|5095075.433940146|2
-9286491.777969198|5095626.484351547|3
-9286676.234365443|5095615.0286084525|2
-9286651.855396958|5095633.774376988|3
-9286813.046019629|5095625.889247675|3
-9286812.712061156|5095413.4395187665|3
-9286500.238250498|5095254.700383761|2
-9286498.123180173|5095088.674251952|3
-9286813.3799781|5095098.6416897215|2
-9286860.802081177|5095099.385528778|3
-9286812.155463701|5095262.882749331|2
-9287538.403821636|5095658.917568372|2
-9287893.401677776|5095652.817734833|2
-9287886.722508328|5095116.642610988|4
-9285714.322645498|5092912.896009055|3
-9286930.822040886|5092930.744104794|3
-9286928.818290053|5092761.039800929|2
-9287851.87950771|5092932.528916193|3
-9285668.236376308|5088603.55032005|6
-9285668.459015291|5087909.150033628|6
-9285668.459015291|5087879.864717222|6
-9285673.802350849|5086447.817410218|5
-9285673.691031357|5086407.537657359|6
-9287865.237846605|5086576.684024873|2
-9288067.171402905|5088626.7424595775|3
-9288053.479105536|5088632.689171025|2
-9288032.551041268|5088586.15625209|2
-9287815.032756258|5088737.797902371|3
-9285692.837983776|5090762.29418587|5
-9290601.693569284|5090757.387062636|2
-9290965.485665198|5090758.130565994|3
-9291561.378899416|5090752.777343092|3
-9290965.263026215|5090184.609148221|3
-9291093.50307961|5090213.604095466|4
-9291062.110983206|5090197.694036668|4
