mapX,mapY,pixelX,pixelY,enable,dX,dY,residual
-9352480.63628000020980835,4905760.53326999954879284,839.94418053400522695,-602.29186933331607179,1,0.14631054991218662,-0.26402088948418623,0.30185063707010346
-9299037.15062000043690205,4871012.09599000029265881,2831.13882826690178263,-1742.81973532870870258,1,0.18681943237379528,-0.15765370178132798,0.24445079258988497
-9298934.29140999913215637,4895422.1379399998113513,2774.98093164563806567,-849.09103739170461722,1,-0.20034223811444463,-0.020282333967657,0.2013662966930673
-9353072.18804999999701977,4872776.14343000017106533,891.81111246118825875,-1817.32661016134011334,1,0.4192249738053988,-0.8262730733247281,0.92654021518962082
-9353746.22756999917328358,4872844.92611000034958124,868.37451390784076466,-1817.32661016134011334,1,-0.57824017337429723,-1.62768996034174052,1.72734950288042
-9350101.62743999995291233,4875813.94299000035971403,992.3448841186378786,-1693.82557956563846346,1,0.02626030125429679,2.89593804959986301,2.89605711106363106
